name,esc,timestamp,patron_1,patron_2,patron_3,patron_4
Import Price Index MoM,A,2019-12-13 13:30:00+00:00,0,0,4,14003
Import Price Index MoM,D,2019-11-15 13:30:00+00:00,0,0,1,10811
Industrial Production MoM,A,2019-12-17 14:15:00+00:00,0,0,9,17271
Industrial Production MoM,D,2019-11-15 14:15:00+00:00,0,0,8,18677
NY Empire State Manufacturing Index,A,2019-10-14 20:00:00+00:00,0,0,3,17271
NY Empire State Manufacturing Index,D,2019-11-15 13:30:00+00:00,0,0,2,18012
Unemployment Rate,A,2019-11-01 12:30:00+00:00,0,0,12,21242
Unemployment Rate,D,2019-12-06 13:30:00+00:00,0,0,1,17670
Average Weekly Hours,A,2019-12-06 13:30:00+00:00,0,0,16,30571
New Home Sales Change MoM,A,2019-12-23 15:00:00+00:00,0,0,4,16910
New Home Sales Change MoM,D,2019-08-23 14:00:00+00:00,0,0,0,15523
Building Permits MoM,A,2019-12-17 13:30:00+00:00,0,0,11,20140
Building Permits MoM,D,2019-07-17 12:30:00+00:00,0,0,6,16948
Monthly Budget Statement,A,2019-10-25 18:00:00+00:00,0,0,3,14402
Monthly Budget Statement,D,2019-12-11 19:00:00+00:00,0,0,2,10792
New Home Sales MoM,A,2019-11-26 15:00:00+00:00,0,0,2,18012
New Home Sales MoM,D,2019-12-23 15:00:00+00:00,0,0,1,17309
EIA Natural Gas Storage Change,A,2019-12-05 15:30:00+00:00,2,2,13,54378
EIA Natural Gas Storage Change,B,2019-10-17 14:30:00+00:00,0,0,7,13300
EIA Natural Gas Storage Change,C,2019-12-12 15:30:00+00:00,0,0,7,19057
EIA Natural Gas Storage Change,D,2019-12-27 15:30:00+00:00,1,1,17,56829
Net Long-Term TIC Flows,A,2019-11-18 21:00:00+00:00,0,0,0,20938
Net Long-Term TIC Flows,D,2019-10-16 20:00:00+00:00,0,0,6,18316
Consumer Price Index MoM,A,2019-11-13 13:30:00+00:00,0,0,5,15105
Initial Jobless Claims,A,2019-12-12 13:30:00+00:00,0,0,35,70414
Initial Jobless Claims,B,2019-10-17 12:30:00+00:00,0,0,14,19057
Initial Jobless Claims,C,2019-12-19 13:30:00+00:00,0,0,2,22705
Initial Jobless Claims,D,2019-12-26 13:30:00+00:00,0,0,27,71497
Total Net TIC Flows,A,2019-10-16 20:00:00+00:00,0,0,0,19133
Total Net TIC Flows,D,2019-12-16 21:00:00+00:00,0,0,6,20843
CFTC Gold NC Net Positions,A,2019-12-30 20:30:00+00:00,1,1,11,35948
CFTC Gold NC Net Positions,D,2019-12-13 20:30:00+00:00,0,0,3,32813
Existing Home Sales MoM,A,2019-09-19 14:00:00+00:00,0,0,4,18012
Existing Home Sales MoM,D,2019-12-19 15:00:00+00:00,0,0,5,18734
Durable Goods Orders ex Transportation,A,2019-11-27 13:30:00+00:00,0,0,11,13585
Durable Goods Orders ex Transportation,D,2019-12-23 13:30:00+00:00,0,1,7,16568
ISM Non-Manufacturing PMI,A,2019-11-05 15:00:00+00:00,0,1,16,19418
ISM Non-Manufacturing PMI,D,2019-12-04 15:00:00+00:00,0,0,22,17214
Capacity Utilization,A,2019-09-17 13:15:00+00:00,0,0,3,17271
Capacity Utilization,D,2019-11-15 14:15:00+00:00,0,0,7,15428
Consumer Price Index YoY,A,2019-12-11 13:30:00+00:00,0,0,3,19817
Consumer Price Index YoY,D,2019-09-12 12:30:00+00:00,0,0,6,11115
Baker Hughes US Oil Rig Count,A,2019-12-20 18:00:00+00:00,0,0,10,45334
Baker Hughes US Oil Rig Count,D,2019-12-27 18:00:00+00:00,0,0,15,35967
CFTC Oil NC Net Positions,A,2019-12-30 20:30:00+00:00,0,0,7,30590
CFTC Oil NC Net Positions,D,2019-12-06 20:30:00+00:00,1,1,7,38532
6-Month Bill Auction,A,2019-12-23 16:30:00+00:00,1,3,39,86944
6-Month Bill Auction,D,2019-12-30 16:30:00+00:00,2,4,16,51813
Average Hourly Earnings MoM,A,2019-09-06 12:30:00+00:00,0,0,12,19437
Average Hourly Earnings MoM,D,2019-10-04 12:30:00+00:00,0,0,4,15105
Construction Spending MoM,A,2019-11-01 14:00:00+00:00,0,0,1,12977
Construction Spending MoM,D,2019-12-02 15:00:00+00:00,0,0,4,17651
Consumer Price Index ex Food  Energy YoY,A,2019-12-11 13:30:00+00:00,0,0,13,26980
Consumer Price Index ex Food  Energy YoY,D,2019-11-13 13:30:00+00:00,0,0,7,10754
Philadelphia Fed Manufacturing Survey,A,2019-11-21 13:30:00+00:00,0,0,8,18335
Philadelphia Fed Manufacturing Survey,D,2019-12-19 13:30:00+00:00,0,0,4,17271
3-Month Bill Auction,A,2019-12-23 16:30:00+00:00,2,5,37,83334
3-Month Bill Auction,D,2019-12-30 16:30:00+00:00,1,3,19,54321
Michigan Consumer Sentiment Index,A,2019-12-20 15:00:00+00:00,0,0,9,40717
Michigan Consumer Sentiment Index,D,2019-10-25 14:00:00+00:00,0,0,16,35587
Personal Consumption Expenditures,A,2019-12-20 15:00:00+00:00,0,0,4,41838
Personal Consumption Expenditures,D,2019-10-31 12:30:00+00:00,0,0,0,26714
Continuing Jobless Claims,A,2019-12-19 13:30:00+00:00,0,0,36,75126
Continuing Jobless Claims,B,2019-09-12 12:30:00+00:00,0,0,8,11457
Continuing Jobless Claims,C,2019-12-26 13:30:00+00:00,0,0,3,21983
Continuing Jobless Claims,D,2019-12-12 13:30:00+00:00,0,0,31,75468
