name,esc,timestamp,patron_1,patron_2,patron_3,patron_4
Consumer Credit Change,D,2019-11-07 20:00:00+00:00,0,0,1,3636
Import Price Index MoM,A,2019-12-13 13:30:00+00:00,0,0,0,3240
Import Price Index MoM,D,2019-11-15 13:30:00+00:00,0,0,2,2493
Industrial Production MoM,A,2019-12-17 14:15:00+00:00,0,0,2,3789
Industrial Production MoM,D,2019-11-15 14:15:00+00:00,0,0,3,4275
NY Empire State Manufacturing Index,A,2019-10-14 20:00:00+00:00,0,0,2,3798
NY Empire State Manufacturing Index,D,2019-11-15 13:30:00+00:00,0,0,0,4131
Unemployment Rate,A,2019-11-01 12:30:00+00:00,0,0,2,4689
Unemployment Rate,D,2019-12-06 13:30:00+00:00,0,0,3,3942
Average Weekly Hours,A,2019-12-06 13:30:00+00:00,0,0,4,7029
New Home Sales Change MoM,A,2019-12-23 15:00:00+00:00,0,0,6,3780
New Home Sales Change MoM,D,2019-08-23 14:00:00+00:00,0,0,2,3474
Building Permits MoM,A,2019-12-17 13:30:00+00:00,0,0,0,4617
Building Permits MoM,D,2019-07-17 12:30:00+00:00,0,0,4,3789
Monthly Budget Statement,A,2019-10-25 18:00:00+00:00,0,0,0,3240
Monthly Budget Statement,D,2019-12-11 19:00:00+00:00,0,0,0,2592
New Home Sales MoM,A,2019-11-26 15:00:00+00:00,0,0,3,4032
New Home Sales MoM,D,2019-12-23 15:00:00+00:00,0,0,5,3870
EIA Natural Gas Storage Change,A,2019-12-05 15:30:00+00:00,0,0,3,12447
EIA Natural Gas Storage Change,B,2019-10-17 14:30:00+00:00,0,0,0,2997
EIA Natural Gas Storage Change,C,2019-12-12 15:30:00+00:00,0,0,12,4419
EIA Natural Gas Storage Change,D,2019-12-27 15:30:00+00:00,0,0,5,12942
Net Long-Term TIC Flows,A,2019-11-18 21:00:00+00:00,0,0,2,4761
Net Long-Term TIC Flows,D,2019-10-16 20:00:00+00:00,0,0,1,4041
Consumer Price Index MoM,A,2019-11-13 13:30:00+00:00,0,0,3,3393
Initial Jobless Claims,A,2019-12-12 13:30:00+00:00,0,0,6,16155
Initial Jobless Claims,B,2019-10-17 12:30:00+00:00,0,0,3,4275
Initial Jobless Claims,C,2019-12-19 13:30:00+00:00,0,0,0,5103
Initial Jobless Claims,D,2019-12-26 13:30:00+00:00,0,0,12,16317
Total Net TIC Flows,A,2019-10-16 20:00:00+00:00,0,0,2,4194
Total Net TIC Flows,D,2019-12-16 21:00:00+00:00,0,0,1,4851
CFTC Gold NC Net Positions,A,2019-12-30 20:30:00+00:00,0,0,3,8397
CFTC Gold NC Net Positions,D,2019-12-13 20:30:00+00:00,0,0,1,7524
Existing Home Sales MoM,A,2019-09-19 14:00:00+00:00,0,0,5,4032
Existing Home Sales MoM,D,2019-12-19 15:00:00+00:00,0,0,3,4203
Durable Goods Orders ex Transportation,A,2019-11-27 13:30:00+00:00,0,0,1,3069
Durable Goods Orders ex Transportation,D,2019-12-23 13:30:00+00:00,0,0,1,3717
ISM Non-Manufacturing PMI,A,2019-11-05 15:00:00+00:00,0,1,4,4428
ISM Non-Manufacturing PMI,D,2019-12-04 15:00:00+00:00,0,0,9,3933
Capacity Utilization,A,2019-09-17 13:15:00+00:00,0,0,4,3861
Capacity Utilization,D,2019-11-15 14:15:00+00:00,0,0,4,3546
Consumer Price Index YoY,A,2019-12-11 13:30:00+00:00,0,0,5,4356
Consumer Price Index YoY,D,2019-09-12 12:30:00+00:00,0,0,1,2502
Baker Hughes US Oil Rig Count,A,2019-12-20 18:00:00+00:00,0,0,4,10188
Baker Hughes US Oil Rig Count,D,2019-12-27 18:00:00+00:00,0,0,4,8568
CFTC Oil NC Net Positions,A,2019-12-30 20:30:00+00:00,0,0,2,7272
CFTC Oil NC Net Positions,D,2019-12-06 20:30:00+00:00,0,0,2,8730
6-Month Bill Auction,A,2019-12-23 16:30:00+00:00,0,0,5,19818
6-Month Bill Auction,D,2019-12-30 16:30:00+00:00,0,0,14,11961
Average Hourly Earnings MoM,A,2019-09-06 12:30:00+00:00,0,0,5,4266
Average Hourly Earnings MoM,D,2019-10-04 12:30:00+00:00,0,0,1,3231
Construction Spending MoM,A,2019-11-01 14:00:00+00:00,0,0,2,2979
Construction Spending MoM,D,2019-12-02 15:00:00+00:00,0,0,1,4041
Consumer Price Index ex Food  Energy YoY,A,2019-12-11 13:30:00+00:00,0,0,4,5895
Consumer Price Index ex Food  Energy YoY,D,2019-11-13 13:30:00+00:00,0,0,1,2502
Philadelphia Fed Manufacturing Survey,A,2019-11-21 13:30:00+00:00,0,0,4,4194
Philadelphia Fed Manufacturing Survey,D,2019-12-19 13:30:00+00:00,0,0,1,3879
3-Month Bill Auction,A,2019-12-23 16:30:00+00:00,0,0,4,19089
3-Month Bill Auction,D,2019-12-30 16:30:00+00:00,0,0,15,12447
Michigan Consumer Sentiment Index,A,2019-12-20 15:00:00+00:00,0,0,8,8964
Michigan Consumer Sentiment Index,D,2019-10-25 14:00:00+00:00,0,0,11,7488
Personal Consumption Expenditures,A,2019-12-20 15:00:00+00:00,0,0,3,9297
Personal Consumption Expenditures,D,2019-10-31 12:30:00+00:00,0,0,0,5994
Continuing Jobless Claims,A,2019-12-19 13:30:00+00:00,0,0,4,17145
Continuing Jobless Claims,B,2019-09-12 12:30:00+00:00,0,0,3,2574
Continuing Jobless Claims,C,2019-12-26 13:30:00+00:00,0,0,2,5013
Continuing Jobless Claims,D,2019-12-12 13:30:00+00:00,0,0,12,17199
